"operator","route","survey_name","survey_year","weekpart","first_after","first_before","intercept","second_after","second_before","third_after","third_before","survey_boardings"
"AC Transit","AC TRANSIT___36 West Oakland BART Bancroft Berkeley","AC Transit",2018,"WEEKDAY",0,0,875.270199333333,0,0,0,0,972.659989
"AC Transit","AC TRANSIT___37 Hayward BART to South Hayward BART","AC Transit",2018,"WEEKDAY",0,0,276.620366333333,0,0,0,0,406.491
"AC Transit","AC TRANSIT___39 Fruitvale BART to Skyline High School","AC Transit",2018,"WEEKDAY",0,0,408.6898445,0,0,0,0,490.969988
"AC Transit","AC TRANSIT___40 Downtown Oakland to Bay Fair BART","AC Transit",2018,"WEEKDAY",0,0,7604.7493055,0,0,0,0,8984.756961
"AC Transit","AC TRANSIT___45 Eastmont Transit Center to Foothill Square Oakland","AC Transit",2018,"WEEKDAY",0,0,1390.07033966667,0,0,0,0,1993.779997
"AC Transit","AC TRANSIT___46 Coliseum BART to Oakland Zoo","AC Transit",2018,"WEEKDAY",0,0,196.733007166667,0,0,0,0,277.559003
"AC Transit","AC TRANSIT___48 Hayward BART to Bay Fair BART","AC Transit",2018,"WEEKDAY",0,0,237.693366666667,0,0,0,0,335.49
"AC Transit","AC TRANSIT___51A Rockridge BART to Fruitvale BART","AC Transit",2018,"WEEKDAY",0,0,7095.94203691667,0,0,0,0,9148.771011
"AC Transit","AC TRANSIT___51B Rockridge BART to Berkeley Amtrak","AC Transit",2018,"WEEKDAY",0,0,6470.47583083333,0,0,0,0,7479.85899
"AC Transit","AC TRANSIT___52 University Village to UC Campus (Berkeley BART)","AC Transit",2018,"WEEKDAY",0,0,1914.4839565,0,0,0,0,1990.119004
"AC Transit","AC TRANSIT___54 Fruitvale BART to Merritt College","AC Transit",2018,"WEEKDAY",0,0,1326.01137116667,0,0,0,0,2014.880981
"AC Transit","AC TRANSIT___57 Emeryville to Foothill Square Oakland","AC Transit",2018,"WEEKDAY",0,0,5231.739262,0,0,0,0,6371.860961
"AC Transit","AC TRANSIT___6 Downtown Oakland Downtown Berkeley","AC Transit",2018,"WEEKDAY",0,0,4841.60048833333,0,0,0,0,5706.743017
"AC Transit","AC TRANSIT___60 Hayward BART to Cal State East Bay","AC Transit",2018,"WEEKDAY",0,0,463.591502,0,0,0,0,481.741002
"AC Transit","AC TRANSIT___62 West Oakland BART to Fruitvale BART","AC Transit",2018,"WEEKDAY",0,0,2684.65558516667,0,0,0,0,3216.69892
"AC Transit","AC TRANSIT___65 Berkeley BART to Lawrence Hall of Science","AC Transit",2018,"WEEKDAY",0,0,529.027555833333,0,0,0,0,586.030005
"AC Transit","AC TRANSIT___67 Berkeley BART to Grizzly Peak","AC Transit",2018,"WEEKDAY",0,0,335.6250845,0,0,0,0,376.011001
"AC Transit","AC TRANSIT___7 El Cerrito del Norte BART","AC Transit",2018,"WEEKDAY",0,0,709.746063833333,0,0,0,0,776.310997
"AC Transit","AC TRANSIT___70 Richmond BART to Richmond Pkwy Transit Center","AC Transit",2018,"WEEKDAY",0,0,790.825950666667,0,0,0,0,1051.460004
"AC Transit","AC TRANSIT___71 El Cerrito Plaza BART to Richmond Parkway Transit Center","AC Transit",2018,"WEEKDAY",0,0,1254.01902983333,0,0,0,0,1478.040992
"AC Transit","AC TRANSIT___72 Hilltop Mall to Oakland Amtrak","AC Transit",2018,"WEEKDAY",0,0,3506.39113916667,0,0,0,0,3972.281006
"AC Transit","AC TRANSIT___72M Point Richmond to Oakland Amtrak","AC Transit",2018,"WEEKDAY",0,0,3053.5473735,0,0,0,0,3804.102028
"AC Transit","AC TRANSIT___72R San Pablo Rapid Contra Costa College to Jack London Square","AC Transit",2018,"WEEKDAY",0,0,4671.36395216667,0,0,0,0,5565.590068
"AC Transit","AC TRANSIT___73 Eastmont Transit Center to Oakland Airport","AC Transit",2018,"WEEKDAY",0,0,1602.56469116667,0,0,0,0,2690.981007
"AC Transit","AC TRANSIT___74 Marina Bay Richmond to San Pablo Dam Rd El Sobrante","AC Transit",2018,"WEEKDAY",0,0,1098.79175083333,0,0,0,0,1325.349998
"AC Transit","AC TRANSIT___75 San Leandro BART to Bay Fair BART","AC Transit",2018,"WEEKDAY",0,0,357.77084,0,0,0,0,516.049999
"AC Transit","AC TRANSIT___76 El Cerrito del Norte BART to Hilltop Mall","AC Transit",2018,"WEEKDAY",0,0,2269.56989483333,0,0,0,0,2666.731029
"AC Transit","AC TRANSIT___79 Rockridge Berkeley El Cerrito BART","AC Transit",2018,"WEEKDAY",0,0,759.003,0,0,0,0,771.31
"AC Transit","AC TRANSIT___80 Claremont El Cerrito Bart","AC Transit",2018,"WEEKDAY",0,0,362.561582333333,0,0,0,0,424.678999
"AC Transit","AC TRANSIT___81 Claremont Berkeley Amtrak BerkMarina","AC Transit",2018,"WEEKDAY",0,0,297.4616395,0,0,0,0,364.119003
"AC Transit","AC TRANSIT___83 Hayward BART to South Hayward BART","AC Transit",2018,"WEEKDAY",0,0,315.230589666667,0,0,0,0,442.760999
"AC Transit","AC TRANSIT___85 San Leandro BART to South Hayward BART","AC Transit",2018,"WEEKDAY",0,0,605.910614,0,0,0,0,847.458
"AC Transit","AC TRANSIT___86 Hayward BART to South Hayward BART","AC Transit",2018,"WEEKDAY",0,0,491.799017333333,0,0,0,0,609.910989
"AC Transit","AC TRANSIT___88 Berkeley BART to Lake Merritt BART","AC Transit",2018,"WEEKDAY",0,0,2288.06787116667,0,0,0,0,2576.087995
"AC Transit","AC TRANSIT___89 San Leandro BART to Bay Fair BART","AC Transit",2018,"WEEKDAY",0,0,817.923045583333,0,0,0,0,1212.570001
"AC Transit","AC TRANSIT___90 Coliseum Bart 85thAve Foothill Sq","AC Transit",2018,"WEEKDAY",0,0,520.448373166667,0,0,0,0,847.31
"AC Transit","AC TRANSIT___93 Hayward BART to Bay Fair BART","AC Transit",2018,"WEEKDAY",0,0,362.714583333333,0,0,0,0,502.589
"AC Transit","AC TRANSIT___95 Hayward BART to Fairview District","AC Transit",2018,"WEEKDAY",0,0,221.6445,0,0,0,0,271.009
"AC Transit","AC TRANSIT___96 Fruitvale Montana Alameda Point","AC Transit",2018,"WEEKDAY",0,0,933.669428333333,0,0,0,0,1081.709004
"AC Transit","AC TRANSIT___97 Bay Fair BART to Union City BART","AC Transit",2018,"WEEKDAY",0,0,3588.7576535,0,0,0,0,4216.502018
"AC Transit","AC TRANSIT___98 Coliseum BART Edgewater Dr","AC Transit",2018,"WEEKDAY",0,0,1203.23898716667,0,0,0,0,1506.599994
"AC Transit","AC TRANSIT___99 Bay Fair BART to Fremont BART","AC Transit",2018,"WEEKDAY",0,0,2314.222885,0,0,0,0,2824.240001
"AC Transit","AC TRANSIT___B Lakeshore Ave Oakland","AC Transit",2018,"WEEKDAY",0,0,273.010998,0,0,0,0,276.629998
"AC Transit","AC TRANSIT___BSD BROADWAY SHUTTLE DAY","AC Transit",2018,"WEEKDAY",0,0,1694.91296666667,0,0,0,0,1987.959996
"AC Transit","AC TRANSIT___C Highland Ave Piedmont","AC Transit",2018,"WEEKDAY",0,0,346.320308833333,0,0,0,0,373.280012
"AC Transit","AC TRANSIT___CB Warren Freeway and Broadway Terr Oakland","AC Transit",2018,"WEEKDAY",0,0,227.559996,0,0,0,0,246.579996
"AC Transit","AC TRANSIT___DB Dumbarton Express","AC Transit",2018,"WEEKDAY",0,0,461.500550833333,0,0,0,0,608.171002
"AC Transit","AC TRANSIT___DB1 Dumbarton Express","AC Transit",2018,"WEEKDAY",0,0,559.921012833333,0,0,0,0,721.450005
"AC Transit","AC TRANSIT___E Caldecott Ln Oakland","AC Transit",2018,"WEEKDAY",0,0,295.02335,0,0,0,0,343.549
"AC Transit","AC TRANSIT___F UC Campus Berkeley","AC Transit",2018,"WEEKDAY",0,0,1851.2080005,0,0,0,0,2030.418993
"AC Transit","AC TRANSIT___FS Solano Ave Berkeley","AC Transit",2018,"WEEKDAY",0,0,355.828225,0,0,0,0,407.120004
"AC Transit","AC TRANSIT___G Richmond St & Potrero St El Cerrito","AC Transit",2018,"WEEKDAY",0,0,346.6238315,0,0,0,0,362.369998
"AC Transit","AC TRANSIT___H Barrett Ave & San Pablo Ave El Cerrito","AC Transit",2018,"WEEKDAY",0,0,440.800249666667,0,0,0,0,518.389992
"AC Transit","AC TRANSIT___J Sacramento St and University Ave Berkeley","AC Transit",2018,"WEEKDAY",0,0,685.8240665,0,0,0,0,713.350995
"AC Transit","AC TRANSIT___L San Pablo Dam Rd","AC Transit",2018,"WEEKDAY",0,0,551.267,0,0,0,0,658.119009
"AC Transit","AC TRANSIT___LA Hilltop Dr Park & Ride","AC Transit",2018,"WEEKDAY",0,0,432.5974315,0,0,0,0,462.930001
"AC Transit","AC TRANSIT___M Hayward BART to Oracle","AC Transit",2018,"WEEKDAY",0,0,140.87091725,0,0,0,0,228.680001
"AC Transit","AC TRANSIT___NL Eastmont Transit Center Oakland","AC Transit",2018,"WEEKDAY",0,0,2533.122347,0,0,0,0,3134.289017
"AC Transit","AC TRANSIT___NX Seminary Ave & MacArthur Blvd","AC Transit",2018,"WEEKDAY",0,0,259.546937,0,0,0,0,305.210006
"AC Transit","AC TRANSIT___NX1 Fruitvale Ave & MacArthur Blvd","AC Transit",2018,"WEEKDAY",0,0,179.5982125,0,0,0,0,201.149998
"AC Transit","AC TRANSIT___NX2 High St & MacArthur Blvd","AC Transit",2018,"WEEKDAY",0,0,244.384,0,0,0,0,261.84
"AC Transit","AC TRANSIT___NX3 Marlow Dr & Foothill Way Oakland","AC Transit",2018,"WEEKDAY",0,0,287.784849,0,0,0,0,326.599
"AC Transit","AC TRANSIT___NX4 Castro Valley Park & Ride","AC Transit",2018,"WEEKDAY",0,0,315.206662666667,0,0,0,0,357.489995
"AC Transit","AC TRANSIT___O Park Ave & Encinal Ave Alameda","AC Transit",2018,"WEEKDAY",0,0,1522.4699795,0,0,0,0,1824.41099
"AC Transit","AC TRANSIT___OX San Francisco Alameda Bay Farm Is","AC Transit",2018,"WEEKDAY",0,0,521.499213666667,0,0,0,0,589.992001
"AC Transit","AC TRANSIT___P Highland Ave & Highland Way Piedmont","AC Transit",2018,"WEEKDAY",0,0,784.277938,0,0,0,0,846.889984
"AC Transit","AC TRANSIT___S Eden Shores Hayward","AC Transit",2018,"WEEKDAY",0,0,171.378683666667,0,0,0,0,212.169993
"AC Transit","AC TRANSIT___SB Cedar Blvd & Stevenson Blvd Newark","AC Transit",2018,"WEEKDAY",0,0,307.049758666667,0,0,0,0,394.469996
"AC Transit","AC TRANSIT___U Fremont BART to Stanford University","AC Transit",2018,"WEEKDAY",0,0,304.7483285,0,0,0,0,322.049995
"AC Transit","AC TRANSIT___V Broadway and Broadway Terr Oakland","AC Transit",2018,"WEEKDAY",0,0,691.070981333333,0,0,0,0,761.808986
"AC Transit","AC TRANSIT___W Broadway & Blanding Ave Alameda","AC Transit",2018,"WEEKDAY",0,0,504.139204,0,0,0,0,551.868998
"AC Transit","AC TRANSIT___1 Berkeley BART to Bay Fair BART","AC Transit",2018,"WEEKDAY",651.4117078,624.104300416667,0,22.110692,40.2124590833333,0,6.100704,0
"AC Transit","AC TRANSIT___1 Berkeley BART to Bay Fair BART","BART",2015,"WEEKDAY",188.381789373667,178.5590680655,0,0,6.02369343666667,0,0,0
"AC Transit","AC TRANSIT___1 Berkeley BART to Bay Fair BART","SF Muni",2017,"WEEKDAY",0,19.0794566666667,0,24.0955258333333,0,0,0,0
"AC Transit","AC TRANSIT___10 San Leandro BART Hayward BART","AC Transit",2018,"WEEKDAY",204.574462583333,179.7069875,0,34.9888326666667,31.67373475,0,4.323,0
"AC Transit","AC TRANSIT___11 Dimond District Oakland","BART",2015,"WEEKDAY",20.753150426,34.861901172,0,0,0,0,0,0
"AC Transit","AC TRANSIT___11 Dimond District Oakland","SF Muni",2017,"WEEKDAY",0,12.33321,0,0,0,0,0,0
"AC Transit","AC TRANSIT___12 Berkeley BART to Downtown Oakland","AC Transit",2018,"WEEKDAY",89.35136325,106.636533,0,0,0,0,0,0
"AC Transit","AC TRANSIT___12 Berkeley BART to Downtown Oakland","BART",2015,"WEEKDAY",51.6467983396667,36.6460089026667,0,0,1.458594264,0,0,0
"AC Transit","AC TRANSIT___12 Berkeley BART to Downtown Oakland","SF Muni",2017,"WEEKDAY",0,0,0,4.02376333333333,0,0,0,0
"AC Transit","AC TRANSIT___14 Downtown Oakland to Fruitvale BART","AC Transit",2018,"WEEKDAY",200.716915,246.873401833333,0,22.0323663333333,8.206923,0,0,0
"AC Transit","AC TRANSIT___14 Downtown Oakland to Fruitvale BART","BART",2015,"WEEKDAY",107.317608457333,112.661066143333,0,0,0,0,0,0
"AC Transit","AC TRANSIT___14 Downtown Oakland to Fruitvale BART","SF Muni",2017,"WEEKDAY",0,8.65869666666667,0,11.1176466666667,0,0,0,0
"AC Transit","AC TRANSIT___18 University Village Albany to Montclair","AC Transit",2018,"WEEKDAY",200.561189,99.6147986666667,0,12.7976236666667,0,0,0,0
"AC Transit","AC TRANSIT___18 University Village Albany to Montclair","BART",2015,"WEEKDAY",105.482263634667,182.376429151833,0,6.49973885666667,0,0,0,0
"AC Transit","AC TRANSIT___18 University Village Albany to Montclair","Caltrain",2014,"WEEKEND",0,27.688487585,0,0,0,0,0,0
"AC Transit","AC TRANSIT___18 University Village Albany to Montclair","SF Muni",2017,"WEEKDAY",0,17.8343533333333,0,18.53849,0,0,0,0
"AC Transit","AC TRANSIT___19 Downtown Oakland Fruitvale BART","AC Transit",2018,"WEEKDAY",16.964244,30.72368,0,0,0,0,0,0
"AC Transit","AC TRANSIT___1R International Rapid","BART",2015,"WEEKDAY",23.1659350921667,43.9769797788333,0,0,0,0,0,0
"AC Transit","AC TRANSIT___20 Dimond District Oakland to downtown Oakland","AC Transit",2018,"WEEKDAY",141.196725,127.199443666667,0,18.5215850833333,6.39345233333333,0,0,0
"AC Transit","AC TRANSIT___20 Dimond District Oakland to downtown Oakland","BART",2015,"WEEKDAY",122.1763980755,86.8652309536667,0,0,0,0,0,0
"AC Transit","AC TRANSIT___20 Dimond District Oakland to downtown Oakland","Caltrain",2014,"WEEKDAY",0,4.32897488,0,0,0,0,0,0
"AC Transit","AC TRANSIT___20 Dimond District Oakland to downtown Oakland","SF Muni",2017,"WEEKDAY",0,15.4232033333333,0,0,0,0,0,0
"AC Transit","AC TRANSIT___200 Union City BART Fremont BART","AC Transit",2018,"WEEKDAY",29.5033456666667,30.9714565,0,9.12399533333333,0,0,0,0
"AC Transit","AC TRANSIT___200 Union City BART Fremont BART","BART",2015,"WEEKDAY",37.0959534073333,59.1083335846667,0,0,0,0,0,0
"AC Transit","AC TRANSIT___200 Union City BART Fremont BART","SF Muni",2017,"WEEKDAY",0,6.73016,0,8.58728333333333,0,0,0,0
"AC Transit","AC TRANSIT___21 Dimond Dist to Oakland Airport","AC Transit",2018,"WEEKDAY",99.518185,37.068193,0,0,14.9218445,0,0,0
"AC Transit","AC TRANSIT___21 Dimond Dist to Oakland Airport","BART",2015,"WEEKDAY",82.2726786983333,65.6792324995,0,0.92917229,0,0,0,0
"AC Transit","AC TRANSIT___210 Ohlone College to Union Landing Shopping Center","AC Transit",2018,"WEEKDAY",66.6720076666667,69.2202565,0,2.40555566666667,0,0,0,0
"AC Transit","AC TRANSIT___210 Ohlone College to Union Landing Shopping Center","BART",2015,"WEEKDAY",0,8.36027222866667,0,8.53647908,0,0,0,0
"AC Transit","AC TRANSIT___212 Fremont BART to NewPark Mall","AC Transit",2018,"WEEKDAY",39.3494373333333,12.6173496666667,0,3.40116,0,0,0,0
"AC Transit","AC TRANSIT___212 Fremont BART to NewPark Mall","BART",2015,"WEEKDAY",38.4828802463333,55.27029684,0,0,0,0,0,0
"AC Transit","AC TRANSIT___212 Fremont BART to NewPark Mall","SF Muni",2017,"WEEKDAY",0,6.72511,0,0,0,0,0,0
"AC Transit","AC TRANSIT___215 Fremont BART to Gateway Blvd & Lakeside Pkwy","AC Transit",2018,"WEEKDAY",9.195,16.9365206666667,0,2.89504866666667,0,0,0,0
"AC Transit","AC TRANSIT___215 Fremont BART to Gateway Blvd & Lakeside Pkwy","BART",2015,"WEEKDAY",13.3443796528333,19.900679598,0,0,0,0,0,0
"AC Transit","AC TRANSIT___216 Ohlone College Newark Campus to Union City BART","AC Transit",2018,"WEEKDAY",21.1738525,23.2054981666667,0,4.61666666666667,0,0,0,0
"AC Transit","AC TRANSIT___216 Ohlone College Newark Campus to Union City BART","BART",2015,"WEEKDAY",8.06663498533333,32.6315923203333,0,0,0,0,0,0
"AC Transit","AC TRANSIT___217 Fremont BART to Great Mall","AC Transit",2018,"WEEKDAY",32.9258256666667,32.5122698333333,0,0,3.5553658,0,0,0
"AC Transit","AC TRANSIT___217 Fremont BART to Great Mall","BART",2015,"WEEKDAY",58.356396306,64.9945237491667,0,0,0,0,0,0
"AC Transit","AC TRANSIT___217 Fremont BART to Great Mall","SF Muni",2017,"WEEKDAY",0,4.39436666666667,0,16.6659466666667,0,0,0,0
"AC Transit","AC TRANSIT___22 Hayward BART","AC Transit",2018,"WEEKDAY",69.310377,36.9621815833333,0,20.8262853333333,1.67333975,0,0,0
"AC Transit","AC TRANSIT___22 Hayward BART","BART",2015,"WEEKDAY",90.5113188253333,81.8078594785,0,0,1.36338871166667,0,0,0
"AC Transit","AC TRANSIT___22 Hayward BART","SF Muni",2017,"WEEKDAY",0,0,0,6.64814666666667,0,0,0,0
"AC Transit","AC TRANSIT___232 Fremont BART to New Park Mall","AC Transit",2018,"WEEKDAY",10.089375,2.685923,0,3.38330266666667,0,0,0,0
"AC Transit","AC TRANSIT___232 Fremont BART to New Park Mall","BART",2015,"WEEKDAY",8.92005398566667,7.15756924933333,0,0,0,0,0,0
"AC Transit","AC TRANSIT___239 Fremont BART to Warm Springs Blvd & Dixon Landing Rd","AC Transit",2018,"WEEKDAY",56.4246855,17.598402,0,1.11,0,0,0,0
"AC Transit","AC TRANSIT___239 Fremont BART to Warm Springs Blvd & Dixon Landing Rd","BART",2015,"WEEKDAY",48.6730844551667,26.8806120585,0,0,0,0,0,0
"AC Transit","AC TRANSIT___239 Fremont BART to Warm Springs Blvd & Dixon Landing Rd","SF Muni",2017,"WEEKDAY",0,0,0,2.92424333333333,0,0,0,0
"AC Transit","AC TRANSIT___25 El Cerrito Plaza BART","BART",2015,"WEEKDAY",2.5933695835,6.1497177015,0,0,0,0,0,0
"AC Transit","AC TRANSIT___251 Fremont BART to NewPark Mall","AC Transit",2018,"WEEKDAY",0,15.5219925,0,1.11,0,0,0,0
"AC Transit","AC TRANSIT___251 Fremont BART to NewPark Mall","BART",2015,"WEEKDAY",0,4.152308038,0,0,0,0,0,0
"AC Transit","AC TRANSIT___26 Emery Bay Public Market to Lakeshore Ave","BART",2015,"WEEKDAY",71.9384975188333,137.1181653245,0,1.879209892,0,0,0,0
"AC Transit","AC TRANSIT___26 Emery Bay Public Market to Lakeshore Ave","Caltrain",2014,"WEEKDAY",0,3.055685265,0,0,0,0,0,0
"AC Transit","AC TRANSIT___26 Emery Bay Public Market to Lakeshore Ave","SF Muni",2017,"WEEKDAY",0,1.15188666666667,0,24.9696666666667,0,7.59091,0,0
"AC Transit","AC TRANSIT___275 Union City BART Loop","BART",2015,"WEEKDAY",8.502392596,1.786481339,0,0,0,0,0,0
"AC Transit","AC TRANSIT___29 Emeryville West Oakland BART Lakeshore","AC Transit",2018,"WEEKDAY",51.0112016666667,99.0117121666667,0,0,0,0,0,0
"AC Transit","AC TRANSIT___31 Alameda Point to MacArthur BART","BART",2015,"WEEKDAY",48.07843684275,57.4347613473333,0,0,4.95972901333333,0,0,0
"AC Transit","AC TRANSIT___32 Hayward BART to Castro Valley BART","AC Transit",2018,"WEEKDAY",39.129463,35.4085570833333,0,11.963214,2.232392,0,0,0
"AC Transit","AC TRANSIT___32 Hayward BART to Castro Valley BART","BART",2015,"WEEKDAY",27.5358402388333,34.6140383546667,0,0,0.623695246333333,0,0,0
"AC Transit","AC TRANSIT___33 Montclair Highland","AC Transit",2018,"WEEKDAY",96.7600106666667,168.059987666667,0,5.39187833333333,1.52799433333333,0,0,0
"AC Transit","AC TRANSIT___36 West Oakland BART Bancroft Berkeley","AC Transit",2018,"WEEKDAY",17.191848,22.1111315,0,6.838889,0,0,0,0
"AC Transit","AC TRANSIT___37 Hayward BART to South Hayward BART","AC Transit",2018,"WEEKDAY",9.6274915,5.13408416666667,0,0,0,0,0,0
"AC Transit","AC TRANSIT___37 Hayward BART to South Hayward BART","BART",2015,"WEEKDAY",7.76137806366667,18.2093539308333,0,0,0,0,0,0
"AC Transit","AC TRANSIT___376 El Cerrito Del Norte BART to Richmond Parkway Transit Center","BART",2015,"WEEKDAY",9.0174772335,0.91246894225,0,0,0,0,0,0
"AC Transit","AC TRANSIT___376 El Cerrito Del Norte BART to Richmond Parkway Transit Center","SF Muni",2017,"WEEKDAY",0,1.52696666666667,0,0,0,0,0,0
"AC Transit","AC TRANSIT___386 Hayward BART to Sabre St & Mack St (AC Transit Hayward Division)","SF Muni",2017,"WEEKDAY",0,12.1018533333333,0,0,0,0,0,0
"AC Transit","AC TRANSIT___39 Fruitvale BART to Skyline High School","AC Transit",2018,"WEEKDAY",31.9525021666667,26.107929,0,0,0,0,0,0
"AC Transit","AC TRANSIT___39 Fruitvale BART to Skyline High School","BART",2015,"WEEKDAY",23.6753643365,16.925541402,0,0,0,0,0,0
"AC Transit","AC TRANSIT___40 Downtown Oakland to Bay Fair BART","AC Transit",2018,"WEEKDAY",360.994217166667,414.1354485,0,13.9812483333333,24.983638,0,0,0
"AC Transit","AC TRANSIT___40 Downtown Oakland to Bay Fair BART","BART",2015,"WEEKDAY",19.628387604,31.7913780155,0,6.246275262,0,0,0,0
"AC Transit","AC TRANSIT___40 Downtown Oakland to Bay Fair BART","SF Muni",2017,"WEEKDAY",0,5.23376666666667,0,1.59815666666667,0,1.214285,0,0
"AC Transit","AC TRANSIT___45 Eastmont Transit Center to Foothill Square Oakland","AC Transit",2018,"WEEKDAY",142.44290775,104.898895916667,0,3.13441175,0,0,0,0
"AC Transit","AC TRANSIT___45 Eastmont Transit Center to Foothill Square Oakland","BART",2015,"WEEKDAY",86.6193870266667,46.2422176145,0,0,0,0,0,0
"AC Transit","AC TRANSIT___45 Eastmont Transit Center to Foothill Square Oakland","SF Muni",2017,"WEEKDAY",0,24.7376883333333,0,3.71014333333333,0,0,0,0
"AC Transit","AC TRANSIT___46 Coliseum BART to Oakland Zoo","AC Transit",2018,"WEEKDAY",21.0207815,18.507099,0,0,0,0,0,0
"AC Transit","AC TRANSIT___46 Coliseum BART to Oakland Zoo","BART",2015,"WEEKDAY",50.3041436895,23.4670181176667,0,0,0,0,0,0
"AC Transit","AC TRANSIT___46 Coliseum BART to Oakland Zoo","SF Muni",2017,"WEEKDAY",0,1.07855,0,0,0,0,0,0
"AC Transit","AC TRANSIT___46L Coliseum BART Mountain Golf Links Rd Dunkirk Ave","AC Transit",2018,"WEEKDAY",11.968848,0,0,0,0,0,0,0
"AC Transit","AC TRANSIT___46L Coliseum BART Mountain Golf Links Rd Dunkirk Ave","SF Muni",2017,"WEEKDAY",0,3.10370333333333,0,0,0,5.7213125,0,0
"AC Transit","AC TRANSIT___47 Fruitvale BART to Maxwell Park","AC Transit",2018,"WEEKDAY",3.441674,9.83666666666667,0,3.597179,0,0,0,0
"AC Transit","AC TRANSIT___47 Fruitvale BART to Maxwell Park","BART",2015,"WEEKDAY",0.279683967,8.99399095,0,0,0,0,0,0
"AC Transit","AC TRANSIT___47 Fruitvale BART to Maxwell Park","SF Muni",2017,"WEEKDAY",0,0,0,3.36139666666667,0,0,0,0
"AC Transit","AC TRANSIT___48 Hayward BART to Bay Fair BART","AC Transit",2018,"WEEKDAY",32.73638725,23.867979,0,0,0,0,0,0
"AC Transit","AC TRANSIT___48 Hayward BART to Bay Fair BART","BART",2015,"WEEKDAY",9.4525176375,27.6213752771667,0,0,0,0,0,0
"AC Transit","AC TRANSIT___49 Rockridge BART to Berkeley BART","BART",2015,"WEEKDAY",27.2016741741667,41.5192288998333,0,0,0,0,0,0
"AC Transit","AC TRANSIT___49 Rockridge BART to Berkeley BART","SF Muni",2017,"WEEKDAY",0,0,0,4.01338,0,0,0,0
"AC Transit","AC TRANSIT___51A Rockridge BART to Fruitvale BART","AC Transit",2018,"WEEKDAY",566.808912833333,546.7869705,0,24.291293,4.95502933333333,0,0,0
